,location,total_sqft,bath,price,bhk
8022,other,1595.0,3.0,115.0,3.0
8023,other,1353.0,2.0,110.0,2.0
8024,other,1200.0,2.0,85.0,2.0
8027,other,1325.0,2.0,90.0,2.0
8029,other,1800.0,1.0,80.0,1.0
8030,other,1056.0,2.0,80.0,2.0
8032,other,1600.0,3.0,86.0,3.0
8034,other,1544.0,3.0,120.0,3.0
8036,other,540.0,1.0,36.0,1.0
8037,other,1578.0,3.0,180.0,3.0
8039,other,1600.0,2.0,115.0,2.0
8040,other,416.0,1.0,18.5,1.0
8043,other,834.0,1.0,60.0,1.0
8044,other,3000.0,5.0,260.0,5.0
8045,other,2160.0,5.0,250.0,5.0
8047,other,469.0,1.0,25.0,1.0
8052,other,1630.0,2.0,200.0,2.0
8054,other,1200.0,2.0,70.0,2.0
8055,other,1350.0,3.0,77.0,3.0
8056,other,1180.0,2.0,78.34,2.0
8057,other,1355.0,2.0,115.0,2.0
8058,other,600.0,1.0,50.0,1.0
8059,other,1875.0,3.0,165.0,3.0
8060,other,600.0,2.0,55.0,2.0
8063,other,1750.0,3.0,120.0,3.0
8066,other,1092.0,2.0,98.5,2.0
8069,other,1855.0,3.0,225.0,3.0
8071,other,1210.0,4.0,160.0,4.0
8074,other,425.0,1.0,20.03,1.0
8076,other,600.0,1.0,60.0,1.0
8077,other,1468.0,2.0,140.0,2.0
8078,other,4300.0,5.0,550.0,5.0
8080,other,775.0,2.0,55.0,2.0
8083,other,1352.0,3.0,135.0,3.0
8085,other,460.0,1.0,15.0,1.0
8086,other,1200.0,3.0,95.0,3.0
8087,other,1976.0,3.0,184.0,3.0
8088,other,5500.0,4.0,600.0,4.0
8089,other,900.0,3.0,80.0,3.0
8090,other,1200.0,3.0,95.0,3.0
8093,other,1180.0,2.0,69.0,2.0
8094,other,686.0,1.0,17.0,1.0
8096,other,1500.0,4.0,180.0,4.0
8098,other,1282.0,2.0,87.0,2.0
8100,other,1500.0,2.0,95.0,2.0
8101,other,1300.0,1.0,115.0,1.0
8102,other,530.0,1.0,20.0,1.0
8103,other,1350.0,2.0,80.0,2.0
8110,other,950.0,1.0,40.0,1.0
8114,other,1600.0,4.0,125.0,4.0
8117,other,1480.0,3.0,90.0,3.0
8118,other,1600.0,3.0,90.0,3.0
8119,other,1200.0,4.0,135.0,4.0
8121,other,1500.0,3.0,115.0,3.0
8122,other,1824.0,3.0,125.0,3.0
8123,other,750.0,1.0,56.25,1.0
8131,other,2400.0,3.0,170.0,3.0
8133,other,1500.0,2.0,98.0,2.0
8134,other,3095.0,3.0,350.0,3.0
8136,other,1200.0,1.0,28.0,1.0
8137,other,1500.0,3.0,100.0,3.0
8139,other,1560.0,5.0,145.0,5.0
8141,other,1560.0,3.0,188.0,3.0
8143,other,14000.0,3.0,800.0,3.0
8144,other,485.0,1.0,15.0,1.0
8150,other,1200.0,3.0,130.0,3.0
8151,other,1050.0,2.0,67.0,2.0
8152,other,1596.0,3.0,105.0,3.0
8156,other,1200.0,3.0,85.0,3.0
8157,other,1132.0,2.0,67.0,2.0
8159,other,1515.0,3.0,88.0,3.0
8162,other,1380.0,2.0,80.0,2.0
8165,other,4346.0,5.0,500.0,5.0
8167,other,2200.0,3.0,187.0,3.0
8168,other,3329.0,3.0,330.0,3.0
8169,other,3600.0,4.0,300.0,4.0
8170,other,3500.0,3.0,450.0,3.0
8172,other,1093.0,2.0,65.0,2.0
8174,other,750.0,2.0,75.0,2.0
8175,other,1535.0,3.0,95.0,3.0
8177,other,1100.0,2.0,62.7,2.0
8180,other,2197.0,4.0,280.0,4.0
8183,other,1600.0,3.0,172.0,3.0
8184,other,1450.0,2.0,85.0,2.0
8185,other,2000.0,3.0,166.0,3.0
8189,other,1756.0,3.0,100.0,3.0
8190,other,1532.0,3.0,92.0,3.0
8191,other,1650.0,3.0,110.0,3.0
8192,other,1200.0,2.0,66.0,2.0
8194,other,1525.0,2.0,122.0,2.0
8198,other,2400.0,3.0,200.0,3.0
8199,other,1000.0,2.0,130.0,2.0
8201,other,3040.0,1.0,180.0,1.0
8203,other,1390.0,3.0,120.0,3.0
8205,other,1135.0,2.0,68.0,2.0
8206,other,900.0,2.0,55.0,2.0
8210,other,2500.0,3.0,250.0,3.0
8215,other,1168.0,3.0,70.0,3.0
8217,other,2100.0,4.0,155.0,4.0
8219,other,1515.0,3.0,93.93,3.0
8224,other,1200.0,4.0,135.0,4.0
8225,other,2700.0,4.0,214.0,4.0
8226,other,2000.0,3.0,210.0,3.0
8227,other,2400.0,4.0,300.0,4.0
8228,other,1760.0,3.0,176.0,3.0
8229,other,595.0,1.0,42.0,1.0
8234,other,1170.0,2.0,86.0,2.0
8235,other,2200.0,4.0,235.0,4.0
8238,other,2400.0,3.0,142.0,3.0
8242,other,1650.0,3.0,175.0,3.0
8244,other,1670.0,3.0,91.86,3.0
8248,other,1250.0,2.0,80.0,2.0
8249,other,712.0,2.0,67.5,2.0
8250,other,1650.0,4.0,160.0,4.0
8251,other,800.0,2.0,50.0,2.0
8252,other,1225.0,2.0,150.0,2.0
8254,other,3675.0,4.0,367.0,4.0
8255,other,1200.0,2.0,150.0,2.0
8256,other,1350.0,4.0,130.0,4.0
8258,other,600.0,2.0,60.0,2.0
8260,other,1350.0,2.0,80.0,2.0
8262,other,1614.0,3.0,110.0,3.0
8263,other,1188.0,2.0,73.0,2.0
8264,other,1480.0,3.0,90.0,3.0
8265,other,680.0,2.0,42.0,2.0
8268,other,955.0,2.0,53.55,2.0
8270,other,2479.13,3.0,215.0,3.0
8271,other,1100.0,2.0,106.0,2.0
8274,other,1925.0,3.0,120.0,3.0
8275,other,650.0,1.0,26.0,1.0
8277,other,2000.0,3.0,207.0,3.0
8278,other,1050.0,2.0,110.0,2.0
8285,other,1685.0,2.0,110.0,2.0
8287,other,1550.0,3.0,110.0,3.0
8288,other,500.0,1.0,20.0,1.0
8290,other,3155.0,4.0,370.0,4.0
8291,other,1765.0,3.0,105.0,3.0
8292,other,1265.0,2.0,70.0,2.0
8293,other,1012.0,2.0,59.0,2.0
8294,other,2045.0,4.0,154.0,4.0
8296,other,2400.0,4.0,280.0,4.0
8297,other,1158.0,2.0,85.0,2.0
8298,other,925.0,2.0,51.0,2.0
8299,other,1415.0,2.0,110.0,2.0
8302,other,4750.0,5.0,600.0,5.0
8303,other,1840.0,3.0,155.0,3.0
8304,other,1350.0,2.0,185.0,2.0
8305,other,824.0,2.0,60.0,2.0
8306,other,1340.0,2.0,100.0,2.0
8307,other,1620.0,2.0,110.0,2.0
8308,other,1533.0,3.0,115.0,3.0
8309,other,1560.0,3.0,85.0,3.0
8311,other,750.0,1.0,25.0,1.0
8312,other,1375.0,2.0,85.0,2.0
8317,other,2800.0,4.0,200.0,4.0
8319,other,1500.0,3.0,88.0,3.0
8321,other,1140.0,2.0,76.0,2.0
8322,other,1198.0,2.0,84.0,2.0
8323,other,4000.0,4.0,520.0,4.0
8329,other,1000.0,1.0,55.0,1.0
8330,other,1200.0,2.0,125.0,2.0
8334,other,1050.0,1.0,70.0,1.0
8335,other,1200.0,2.0,80.0,2.0
8343,other,400.0,1.0,14.0,1.0
8345,other,1575.0,4.0,150.0,4.0
8346,other,860.0,1.0,43.0,1.0
8347,other,4800.0,5.0,629.0,5.0
8348,other,1200.0,2.0,70.0,2.0
8349,other,1200.0,4.0,100.0,4.0
8353,other,1300.0,2.0,79.0,2.0
8355,other,3500.0,4.0,350.0,4.0
8357,other,1000.0,2.0,110.0,2.0
8364,other,2400.0,3.0,260.0,3.0
8365,other,1533.0,3.0,85.0,3.0
8368,other,1452.55,2.0,110.0,2.0
8369,other,2357.0,3.0,151.0,3.0
8370,other,1170.0,2.0,105.0,2.0
8371,other,1200.0,4.0,85.0,4.0
8372,other,1411.0,3.0,91.72,3.0
8374,other,3095.0,3.0,375.0,3.0
8376,other,1100.0,3.0,78.0,3.0
8378,other,3600.0,4.0,365.0,4.0
8381,other,1945.0,3.0,120.0,3.0
8383,other,1650.0,3.0,165.0,3.0
8384,other,1550.0,2.0,150.0,2.0
8386,other,1150.0,2.0,75.0,2.0
8387,other,1200.0,3.0,74.0,3.0
8388,other,1229.0,3.0,86.03,3.0
8389,other,1030.0,2.0,61.0,2.0
8390,other,600.0,1.0,32.0,1.0
8391,other,1165.0,2.0,135.0,2.0
8394,other,3000.0,4.0,240.0,4.0
8396,other,1315.0,2.0,90.0,2.0
8397,other,1210.0,2.0,72.0,2.0
8398,other,11338.0,9.0,1000.0,9.0
8400,other,30000.0,4.0,2100.0,4.0
8402,other,1170.0,2.0,68.0,2.0
8403,other,1600.0,2.0,110.0,2.0
8404,other,955.0,1.0,34.01,1.0
8408,other,1980.0,3.0,224.0,3.0
8410,other,1700.0,3.0,97.0,3.0
8411,other,1900.0,3.0,160.0,3.0
8413,other,1100.0,2.0,75.0,2.0
8414,other,1929.0,3.0,115.0,3.0
8415,other,3161.0,4.0,214.0,4.0
8417,other,3515.0,3.0,420.0,3.0
8419,other,1100.0,2.0,70.0,2.0
8423,other,700.0,1.0,41.0,1.0
8428,other,3000.0,3.0,250.0,3.0
8429,other,1100.0,2.0,61.0,2.0
8430,other,1260.0,1.0,41.0,1.0
8431,other,1500.0,1.0,37.5,1.0
8432,other,600.0,1.0,17.0,1.0
8434,other,1165.0,2.0,75.0,2.0
8437,other,1600.0,5.0,140.0,5.0
8439,other,1000.0,2.0,65.0,2.0
8441,other,2400.0,4.0,325.0,4.0
8442,other,674.0,1.0,19.9,1.0
8443,other,1463.0,1.0,142.0,1.0
8445,other,2401.0,3.0,185.0,3.0
8446,other,1875.0,2.0,235.0,2.0
8448,other,890.0,1.0,75.0,1.0
8451,other,2400.0,3.0,290.0,3.0
8453,other,1690.0,3.0,100.0,3.0
8456,other,1350.0,2.0,90.0,2.0
8457,other,1460.0,3.0,88.0,3.0
8458,other,1685.0,3.0,95.0,3.0
8459,other,800.0,1.0,52.0,1.0
8462,other,792.0,2.0,70.0,2.0
8465,other,2400.0,5.0,235.0,5.0
8468,other,461.82,1.0,31.7,1.0
8469,other,1500.0,2.0,85.0,2.0
8472,other,1260.0,2.0,75.0,2.0
8474,other,12000.0,12.0,525.0,12.0
8476,other,2820.0,3.0,285.0,3.0
8477,other,1950.0,3.0,130.0,3.0
8479,other,1350.0,2.0,140.0,2.0
8480,other,4051.0,4.0,345.0,4.0
8481,other,2100.0,3.0,170.0,3.0
8482,other,1991.0,3.0,160.0,3.0
8484,other,1200.0,3.0,66.0,3.0
8486,other,3000.0,4.0,342.0,4.0
8487,other,2400.0,6.0,245.0,6.0
8489,other,1375.0,2.0,105.0,2.0
8490,other,1693.0,3.0,108.0,3.0
8497,other,1150.0,2.0,77.5,2.0
8501,other,1058.0,2.0,60.0,2.0
8502,other,900.0,1.0,30.0,1.0
8503,other,1672.0,3.0,150.0,3.0
8506,other,1250.0,3.0,139.0,3.0
8507,other,1468.0,3.0,130.0,3.0
8511,other,1480.0,2.0,145.0,2.0
8514,other,2280.0,3.0,285.0,3.0
8515,other,2000.0,3.0,200.0,3.0
8518,other,1080.0,2.0,75.0,2.0
8519,other,2400.0,2.0,150.0,2.0
8521,other,1125.0,2.0,75.0,2.0
8522,other,1596.0,3.0,95.0,3.0
8523,other,1639.0,3.0,123.0,3.0
8525,other,1740.0,3.0,199.0,3.0
8526,other,1372.0,2.0,90.0,2.0
8528,other,6200.0,5.0,720.0,5.0
8531,other,925.0,2.0,63.0,2.0
8532,other,1200.0,3.0,95.0,3.0
8533,other,1200.0,2.0,79.0,2.0
8534,other,2500.0,3.0,270.0,3.0
8535,other,1584.0,3.0,145.0,3.0
8536,other,1570.0,3.0,115.0,3.0
8537,other,3000.0,3.0,400.0,3.0
8541,other,1750.0,3.0,180.0,3.0
8542,other,1500.0,1.0,160.0,1.0
8543,other,2100.0,6.0,275.0,6.0
8545,other,705.0,1.0,36.5,1.0
8546,other,1340.0,3.0,77.0,3.0
8550,other,1260.0,1.0,41.0,1.0
8551,other,1200.0,2.0,125.0,2.0
8552,other,1200.0,3.0,130.0,3.0
8553,other,3595.0,6.0,360.0,6.0
8555,other,3100.0,5.0,385.0,5.0
8557,other,1200.0,4.0,150.0,4.0
8558,other,3259.0,3.0,270.0,3.0
8559,other,3200.0,3.0,190.0,3.0
8561,other,596.0,1.0,42.0,1.0
8562,other,10000.0,16.0,550.0,16.0
8563,other,1200.0,4.0,110.0,4.0
8564,other,1910.0,3.0,190.0,3.0
8567,other,1750.0,3.0,149.0,3.0
8569,other,985.0,2.0,63.0,2.0
8570,other,1300.0,2.0,129.0,2.0
8571,other,1490.0,2.0,88.0,2.0
8572,other,620.0,1.0,25.0,1.0
8575,other,650.0,1.0,30.0,1.0
8576,other,1500.0,2.0,89.99,2.0
8577,other,1350.0,4.0,145.0,4.0
8578,other,910.0,1.0,42.0,1.0
8581,other,532.0,1.0,22.49,1.0
8582,other,1060.0,3.0,62.0,3.0
8584,other,1550.0,2.0,160.0,2.0
8588,other,1000.0,2.0,80.0,2.0
8590,other,1500.0,2.0,97.0,2.0
8591,other,1865.0,4.0,140.0,4.0
8593,other,3500.0,4.0,245.0,4.0
8597,other,1320.0,2.0,73.0,2.0
8598,other,2150.0,6.0,205.0,6.0
8601,other,1801.0,3.0,139.0,3.0
8603,other,2990.0,4.0,324.0,4.0
8604,other,2400.0,2.0,160.0,2.0
8606,other,1150.0,2.0,75.0,2.0
8607,other,1200.0,3.0,165.0,3.0
8614,other,1390.0,2.0,80.0,2.0
8615,other,1550.0,2.0,90.0,2.0
8618,other,1500.0,4.0,110.0,4.0
8620,other,1839.0,3.0,165.0,3.0
8622,other,900.0,2.0,70.0,2.0
8623,other,1500.0,3.0,149.0,3.0
8626,other,750.0,2.0,50.0,2.0
8630,other,1500.0,1.0,19.5,1.0
8632,other,1200.0,2.0,70.0,2.0
8633,other,1200.0,2.0,160.0,2.0
8634,other,1904.0,3.0,155.0,3.0
8635,other,2770.0,4.0,315.0,4.0
8636,other,813.0,1.0,39.0,1.0
8639,other,1630.0,2.0,97.78,2.0
8641,other,2425.0,4.0,173.0,4.0
8645,other,1280.0,2.0,75.0,2.0
8646,other,735.0,1.0,75.0,1.0
8647,other,500.0,1.0,24.0,1.0
8649,other,1200.0,4.0,145.0,4.0
8650,other,1200.0,2.0,100.0,2.0
8651,other,1200.0,3.0,160.0,3.0
8652,other,1265.0,2.0,82.0,2.0
8657,other,1030.0,2.0,77.25,2.0
8658,other,1512.0,1.0,65.01,1.0
8659,other,2000.0,3.0,160.0,3.0
8660,other,1575.0,3.0,93.0,3.0
8668,other,3100.0,3.0,250.0,3.0
8669,other,1190.0,2.0,100.0,2.0
8670,other,1827.0,3.0,100.0,3.0
8671,other,1500.0,3.0,95.0,3.0
8677,other,1645.0,3.0,95.0,3.0
8678,other,1200.0,4.0,140.0,4.0
8681,other,1097.0,2.0,65.0,2.0
8682,other,1600.0,3.0,165.0,3.0
8684,other,900.0,2.0,110.0,2.0
8685,other,1200.0,2.0,125.0,2.0
8686,other,1355.0,2.0,75.0,2.0
8688,other,7500.0,4.0,900.0,4.0
8690,other,4200.0,1.0,160.0,1.0
8691,other,4104.0,4.0,360.0,4.0
8692,other,1150.0,3.0,110.0,3.0
8695,other,2080.0,2.0,150.0,2.0
8696,other,1505.0,2.0,90.0,2.0
8697,other,1200.0,3.0,95.75,3.0
8698,other,1810.0,4.0,148.0,4.0
8700,other,1530.0,2.0,97.0,2.0
8705,other,1500.0,2.0,130.0,2.0
8709,other,1400.0,2.0,80.0,2.0
8710,other,1533.0,3.0,150.0,3.0
8712,other,3730.0,6.0,450.0,6.0
8713,other,745.0,2.0,50.0,2.0
8715,other,1355.0,2.0,95.0,2.0
8716,other,833.0,1.0,49.0,1.0
8718,other,3000.0,5.0,270.0,5.0
8719,other,1220.0,2.0,68.0,2.0
8720,other,3811.0,3.0,475.0,3.0
8721,other,1545.0,3.0,85.0,3.0
8723,other,1350.0,2.0,110.0,2.0
8725,other,1200.0,2.0,68.0,2.0
8726,other,1200.0,4.0,120.0,4.0
8728,other,2000.0,4.0,180.0,4.0
8732,other,1280.0,4.0,115.0,4.0
8733,other,1200.0,3.0,85.0,3.0
8735,other,1655.0,3.0,155.0,3.0
8736,other,1150.0,2.0,74.0,2.0
8738,other,1200.0,2.0,108.0,2.0
8739,other,1200.0,2.0,75.0,2.0
8744,other,1500.0,2.0,203.0,2.0
8747,other,4500.0,9.0,500.0,9.0
8750,other,1550.0,3.0,160.0,3.0
8753,other,1758.0,3.0,95.0,3.0
8754,other,3179.0,5.0,351.0,5.0
8756,other,1200.0,3.0,85.0,3.0
8758,other,1800.0,3.0,140.0,3.0
8761,other,3900.0,4.0,333.0,4.0
8762,other,2400.0,4.0,200.0,4.0
8765,other,2600.0,3.0,140.0,3.0
8766,other,950.0,2.0,60.0,2.0
8772,other,1900.0,3.0,205.0,3.0
8774,other,1402.0,2.0,85.0,2.0
8776,other,2100.0,3.0,240.0,3.0
8780,other,1200.0,3.0,140.0,3.0
8781,other,814.0,2.0,55.0,2.0
8784,other,1590.0,3.0,120.0,3.0
8785,other,3754.0,6.0,430.0,6.0
8788,other,1450.0,2.0,89.6,2.0
8790,other,1340.0,2.0,77.0,2.0
8793,other,1665.0,3.0,105.0,3.0
8795,other,2300.0,4.0,200.0,4.0
8796,other,1210.0,2.0,76.0,2.0
8804,other,1636.0,3.0,97.0,3.0
8805,other,3600.0,4.0,450.0,4.0
8808,other,1200.0,3.0,72.0,3.0
8812,other,1000.0,1.0,75.0,1.0
8815,other,1170.0,2.0,86.0,2.0
8817,other,850.0,2.0,75.0,2.0
8821,other,2065.0,3.0,130.0,3.0
8822,other,1150.0,2.0,125.0,2.0
8825,other,2550.0,4.0,290.0,4.0
8826,other,3080.0,2.0,285.0,2.0
8828,other,3400.0,6.0,420.0,6.0
8829,other,450.0,1.0,25.0,1.0
8830,other,1100.0,2.0,85.0,2.0
8832,other,4400.0,4.0,350.0,4.0
8835,other,1036.0,2.0,110.0,2.0
8838,other,1376.0,4.0,156.0,4.0
8843,other,1080.0,2.0,62.0,2.0
8847,other,1475.0,2.0,200.0,2.0
8848,other,1200.0,3.0,96.25,3.0
8850,other,2631.0,3.0,200.0,3.0
8851,other,830.0,2.0,60.0,2.0
8852,other,1500.0,2.0,88.0,2.0
8855,other,856.0,2.0,48.0,2.0
8858,other,1117.0,2.0,110.0,2.0
8859,other,600.0,1.0,43.0,1.0
8863,other,1200.0,3.0,70.0,3.0
8864,other,2675.0,4.0,290.0,4.0
8869,other,3500.0,5.0,450.0,5.0
8870,other,1793.0,3.0,98.0,3.0
8874,other,1020.0,2.0,62.0,2.0
8875,other,3563.0,6.0,310.0,6.0
8878,other,3300.0,5.0,318.0,5.0
8879,other,1200.0,3.0,165.0,3.0
8883,other,1718.0,3.0,223.0,3.0
8884,other,1200.0,2.0,75.0,2.0
8885,other,985.0,2.0,55.0,2.0
8890,other,1030.0,2.0,80.0,2.0
8892,other,1150.0,2.0,69.0,2.0
8895,other,1500.0,2.0,90.0,2.0
8896,other,900.0,2.0,55.0,2.0
8901,other,1750.0,2.0,225.0,2.0
8903,other,1100.0,2.0,78.0,2.0
8904,other,1180.0,2.0,74.0,2.0
8906,other,1540.0,3.0,85.0,3.0
8908,other,1800.0,3.0,230.0,3.0
8910,other,2000.0,3.0,120.0,3.0
8911,other,2000.0,3.0,145.0,3.0
8912,other,500.0,1.0,15.0,1.0
8919,other,922.0,2.0,70.0,2.0
8920,other,850.0,2.0,72.0,2.0
8921,other,1200.0,1.0,65.0,1.0
8923,other,1233.0,2.0,100.0,2.0
8931,other,1936.0,3.0,110.0,3.0
8932,other,1652.5,3.0,90.0,3.0
8934,other,906.0,3.0,55.0,3.0
8935,other,1200.0,4.0,130.0,4.0
8936,other,1500.0,3.0,138.0,3.0
8937,other,700.0,2.0,43.0,2.0
8938,other,1750.0,3.0,170.0,3.0
8939,other,1365.0,3.0,99.0,3.0
8940,other,800.0,2.0,80.0,2.0
8941,other,1800.0,3.0,105.0,3.0
8943,other,708.0,1.0,55.0,1.0
8944,other,1680.0,3.0,135.0,3.0
8945,other,990.0,2.0,58.0,2.0
8946,other,1240.0,2.0,100.0,2.0
8947,other,1810.0,3.0,118.0,3.0
8948,other,2005.0,3.0,240.0,3.0
8951,other,1000.0,2.0,97.0,2.0
8954,other,1430.0,3.0,78.65,3.0
8961,other,840.0,1.0,75.0,1.0
8962,other,1760.0,2.0,116.0,2.0
8963,other,600.0,1.0,52.0,1.0
8964,other,1670.0,3.0,160.0,3.0
8967,other,1200.0,2.0,75.6,2.0
8968,other,2400.0,5.0,285.0,5.0
8969,other,2100.0,4.0,150.0,4.0
8973,other,1550.0,4.0,120.0,4.0
8974,other,905.0,2.0,50.0,2.0
8975,other,1495.0,3.0,200.0,3.0
8977,other,550.0,1.0,23.0,1.0
8980,other,1080.0,2.0,75.0,2.0
8982,other,1537.0,3.0,110.0,3.0
8983,other,1750.0,3.0,150.0,3.0
8984,other,2800.0,7.0,250.0,7.0
8986,other,1191.0,2.0,90.0,2.0
8989,other,2849.0,5.0,250.0,5.0
9001,other,1200.0,4.0,115.0,4.0
9002,other,1205.0,2.0,70.0,2.0
9006,other,2200.0,4.0,160.0,4.0
9009,other,1900.0,3.0,155.0,3.0
9010,other,1200.0,1.0,95.0,1.0
9012,other,1100.0,2.0,61.0,2.0
9013,other,1100.0,2.0,110.0,2.0
9014,other,1942.0,3.0,155.0,3.0
9015,other,1200.0,4.0,80.0,4.0
9018,other,1515.0,3.0,90.0,3.0
9021,other,1200.0,4.0,95.0,4.0
9027,other,1200.0,1.0,69.0,1.0
9028,other,1717.0,3.0,99.0,3.0
9030,other,1200.0,1.0,48.0,1.0
9031,other,900.0,3.0,51.0,3.0
9032,other,1430.0,2.0,78.65,2.0
9034,other,1190.0,2.0,70.0,2.0
9036,other,2690.0,4.0,185.0,4.0
9037,other,1594.0,3.0,99.0,3.0
9039,other,1290.0,1.0,77.5,1.0
9041,other,1464.0,2.0,145.0,2.0
9042,other,1200.0,2.0,75.0,2.0
9045,other,1485.0,2.0,156.0,2.0
9046,other,2070.0,3.0,135.0,3.0
9049,other,800.0,2.0,55.0,2.0
9050,other,900.0,1.0,44.0,1.0
9051,other,1480.0,2.0,125.0,2.0
9053,other,1500.0,2.0,130.0,2.0
9054,other,2010.0,3.0,125.0,3.0
9055,other,1504.0,2.0,100.0,2.0
9057,other,1602.0,2.0,165.0,2.0
9058,other,1200.0,4.0,130.0,4.0
9059,other,1800.0,3.0,220.0,3.0
9065,other,1862.0,3.0,120.0,3.0
9066,other,2700.0,3.0,200.0,3.0
9067,other,1677.0,3.0,98.0,3.0
9069,other,1490.0,2.0,115.0,2.0
9071,other,1740.0,3.0,120.0,3.0
9072,other,1020.0,2.0,60.0,2.0
9073,other,550.0,1.0,16.0,1.0
9076,other,3664.0,3.0,325.0,3.0
9077,other,690.0,2.0,42.0,2.0
9078,other,1520.0,3.0,111.0,3.0
9080,other,1200.0,4.0,86.0,4.0
9081,other,1250.0,2.0,90.0,2.0
9082,other,1900.0,2.0,190.0,2.0
9085,other,1602.0,2.0,170.0,2.0
9086,other,1230.0,2.0,70.0,2.0
9087,other,1600.0,3.0,95.0,3.0
9088,other,450.0,1.0,60.0,1.0
9090,other,3463.0,6.0,310.0,6.0
9091,other,1200.0,2.0,85.0,2.0
9095,other,1350.0,4.0,140.0,4.0
9098,other,1175.0,2.0,79.0,2.0
9100,other,1112.0,2.0,68.0,2.0
9103,other,1158.0,2.0,75.0,2.0
9106,other,1200.0,2.0,90.0,2.0
9109,other,2000.0,2.0,160.0,2.0
9113,other,2679.0,5.0,280.0,5.0
9114,other,1230.0,2.0,75.0,2.0
9117,other,2400.0,2.0,135.0,2.0
9123,other,1022.0,2.0,57.0,2.0
9124,other,1200.0,2.0,76.0,2.0
9125,other,1200.0,1.0,54.0,1.0
9127,other,1605.0,3.0,100.0,3.0
9128,other,1542.0,3.0,98.0,3.0
9131,other,1333.0,2.0,77.27,2.0
9132,other,1100.0,3.0,110.0,3.0
9133,other,1050.0,2.0,70.0,2.0
9135,other,1200.0,4.0,115.0,4.0
9138,other,1200.0,4.0,165.0,4.0
9139,other,1100.0,2.0,145.0,2.0
9141,other,1200.0,3.0,99.0,3.0
9144,other,1000.0,2.0,60.0,2.0
9145,other,5720.0,3.0,350.0,3.0
9146,other,675.0,1.0,15.0,1.0
9147,other,1012.0,2.0,59.0,2.0
9150,other,1200.0,4.0,140.0,4.0
9151,other,600.0,2.0,39.0,2.0
9154,other,1700.0,3.0,111.0,3.0
9158,other,1780.0,3.0,110.0,3.0
9159,other,646.0,2.0,65.0,2.0
9161,other,900.0,2.0,65.0,2.0
9163,other,1200.0,3.0,160.0,3.0
9164,other,1540.0,3.0,85.0,3.0
9165,other,2456.0,3.0,220.0,3.0
9167,other,1530.0,2.0,185.0,2.0
9170,other,1717.0,3.0,120.0,3.0
9173,other,1475.0,2.0,171.0,2.0
9175,other,650.0,1.0,16.0,1.0
9177,other,1504.0,2.0,102.0,2.0
9179,other,1800.0,4.0,145.0,4.0
9180,other,3000.0,4.0,240.0,4.0
9182,other,1625.0,3.0,92.0,3.0
9183,other,2400.0,4.0,250.0,4.0
9186,other,1490.0,2.0,92.0,2.0
9188,other,1044.0,2.0,60.0,2.0
9192,other,1567.2,2.0,190.0,2.0
9194,other,2400.0,8.0,325.0,8.0
9198,other,1293.0,2.0,75.0,2.0
9200,other,860.0,2.0,65.5,2.0
9201,other,1374.0,2.0,88.0,2.0
9205,other,2000.0,2.0,160.0,2.0
9206,other,834.0,1.0,62.0,1.0
9207,other,600.0,1.0,52.0,1.0
9208,other,800.0,2.0,52.0,2.0
9209,other,2000.0,4.0,135.0,4.0
9210,other,2750.0,3.0,260.0,3.0
9214,other,1280.0,2.0,90.0,2.0
9216,other,2075.0,3.0,175.0,3.0
9223,other,2274.24,4.0,160.0,4.0
9225,other,900.0,3.0,105.0,3.0
9228,other,1350.0,3.0,75.0,3.0
9231,other,1313.0,4.0,150.0,4.0
9235,other,2665.0,3.0,350.0,3.0
9237,other,3500.0,5.0,450.0,5.0
9239,other,1140.0,3.0,145.0,3.0
9241,other,1200.0,4.0,100.0,4.0
9246,other,2400.0,5.0,300.0,5.0
9248,other,1235.0,2.0,140.0,2.0
9249,other,3200.0,3.0,260.0,3.0
9250,other,1450.0,3.0,90.0,3.0
9251,other,3754.0,6.0,480.0,6.0
9252,other,1893.0,3.0,115.0,3.0
9255,other,1200.0,2.0,100.0,2.0
9256,other,1205.0,2.0,70.0,2.0
9257,other,1500.0,3.0,90.0,3.0
9258,other,1200.0,4.0,90.0,4.0
9263,other,375.0,1.0,26.0,1.0
9264,other,1200.0,3.0,95.0,3.0
9266,other,1400.0,2.0,85.0,2.0
9267,other,1800.0,2.0,100.0,2.0
9268,other,925.0,2.0,70.0,2.0
9269,other,750.0,2.0,42.0,2.0
9270,other,850.0,1.0,35.5,1.0
9272,other,3500.0,2.0,350.0,2.0
9275,other,2100.0,4.0,255.0,4.0
9276,other,400.0,1.0,35.0,1.0
9280,other,6000.0,1.0,276.0,1.0
9283,other,5000.0,5.0,600.0,5.0
9285,other,4800.0,5.0,420.0,5.0
9286,other,3400.0,3.0,400.0,3.0
9287,other,600.0,1.0,33.0,1.0
9289,other,2600.0,3.0,147.0,3.0
9291,other,800.0,1.0,72.0,1.0
9293,other,1225.0,2.0,82.0,2.0
9294,other,655.0,1.0,27.0,1.0
9295,other,1196.0,2.0,96.0,2.0
9297,other,600.0,1.0,18.0,1.0
9299,other,2800.0,4.0,200.0,4.0
9302,other,800.0,2.0,85.0,2.0
9303,other,985.0,2.0,57.0,2.0
9304,other,6000.0,12.0,150.0,12.0
9306,other,600.0,2.0,80.0,2.0
